"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"STANDING" 4 0.274804706269565 -0.0129853880308261 -0.105390061443478 -0.727483531531739 -0.636189818846522 -0.770093981521739 0.684713020826087 0.138408788421064 0.178759559052174 -0.964786981173913 -0.942397919143478 -0.938423148586957 0.0793526696926087 -0.00174378580688261 -0.00879818509382609 -0.743464505665217 -0.709988127986957 -0.877199407347826 -0.031080660126087 -0.0767269628026087 0.0990570253634783 -0.784000472965217 -0.847680387434783 -0.772973401956522 -0.104708375420435 -0.0415975150691304 -0.0610267445426957 -0.807283824913044 -0.922409330043478 -0.817392063869565 -0.682546319061304 -0.705454861278261 -0.682546319061304 -0.705454861278261 -0.75957880426087 -0.746852521913044 -0.740631826869565 -0.775247334013043 -0.869407264695652 -0.886122729173913 -0.739969365652174 -0.655273777351739 -0.809437242608696 -0.723840788472826 -0.650508323306087 -0.767731153913043 -0.145131702128609 0.0670746183421739 -0.00144184246847826 -0.757736461280435 -0.72141722826087 -0.864561654652174 -0.752202422547826 -0.717955887352174 -0.888572248652174 0.0557577192943913 -0.155444234118261 -0.0667432614143478 -0.746146181156522 -0.86888673 -0.755222676782609 -0.797239840256522 -0.837731345304348 -0.801731112652174 -0.121473853430391 -0.368578501827826 -0.0377605921734783 -0.706297967808696 -0.752967151617391 0.0690623427061739 -0.740019407930435 -0.757571817956522 0.168236123840696 -0.809291430826087 -0.792319103130435 -0.172585221170435 -0.883859369434783 -0.897583758347826 0.125194439949565
"STANDING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 -0.646443640175497 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.94207867884106 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 -0.78456199486755 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.606589817380795 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.564680771249007 -0.460866415568709 -0.52162345171192 -0.460866415568709 -0.52162345171192 -0.589313870006622 -0.589031268133113 -0.602770284825828 -0.664078383532781 -0.707383517582782 -0.734187493344371 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.649351210748344 -0.226370689942053 0.0748636861897351 0.0062663175707947 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.798835563807947 -0.10292084499106 -0.27429092242043 -0.163706246351656 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.528503022745033 -0.594259529756954 0.0781455594845364 -0.573176177044172 -0.613485123609272 0.131619298935099 -0.677355755703311 -0.715731148145695 0.062219113935298 -0.748829309536424 -0.735610602483444 0.0307564556565894
"STANDING" 6 0.272376614181538 -0.0175697042641846 -0.11599454136 -0.505086085072062 -0.368403670137262 -0.672512004586708 0.688702063569231 0.0162055455953846 0.0475199990906462 -0.958898709015385 -0.9509348864 -0.937910223507692 0.0813833604034769 0.000479281129661539 -0.00225896302076923 -0.531468310262154 -0.454437496885815 -0.738955207627692 -0.0433611785374462 -0.0706129097498462 0.0973130293888923 -0.653800660041538 -0.626252072652308 -0.599910232855692 -0.0829159966093231 -0.0454921005615385 -0.0533610323667692 -0.546009968372308 -0.677635980501539 -0.526908306306892 -0.464770006998123 -0.483790606354154 -0.464770006998123 -0.483790606354154 -0.551413652396923 -0.502935062310769 -0.549494852037046 -0.579837818063692 -0.621936158532308 -0.644474485460492 -0.506174926221538 -0.392041410138769 -0.683725945015385 -0.506680276530492 -0.396677793847908 -0.694365207233846 -0.191537066813538 0.0590114878605846 0.113046089288708 -0.549394273848923 -0.503558973703692 -0.720867157741538 -0.555346159400332 -0.437837459287385 -0.755751144098462 -0.0956140259974462 -0.305422668448923 -0.1006823905788 -0.537201442069846 -0.621188724858462 -0.507604207506462 -0.692862440004 -0.633236229753846 -0.67302031484 0.0289087194733538 -0.0427900206246154 0.101044783556 -0.473974924380431 -0.570910289993846 0.102346682227846 -0.494882316238462 -0.516711262173969 0.0831165453227692 -0.579130051151385 -0.657368673849846 0.104193397607938 -0.651886909221538 -0.660175875210246 0.081817622852
"STANDING" 7 0.272147411016949 -0.0148790771762712 -0.108562358525424 -0.967184238135593 -0.925026000677966 -0.896604936423729 0.845185170677966 -0.0265097204440678 0.0120837753338983 -0.950967695084746 -0.956490563220339 -0.907621654237288 0.081120334440678 0.0103279081584746 -0.00484609525677966 -0.979491743728814 -0.973177461525424 -0.969923960338983 -0.0336209423525424 -0.0855567964576271 0.0761010826610169 -0.947573399491525 -0.951330662881356 -0.954692526440678 -0.094230497338983 -0.0378533843271186 -0.0498115394966102 -0.973763780508475 -0.97791306220339 -0.984713438135593 -0.930089571694915 -0.906345811915254 -0.930089571694915 -0.906345811915254 -0.975565607288136 -0.96981515 -0.921461890338983 -0.915581062881356 -0.980940017118644 -0.974691638135593 -0.966632588135593 -0.944687678644068 -0.926890869322034 -0.967649575084746 -0.920279976271186 -0.889622197288136 -0.0662962240898305 -0.0778737917627119 0.020811015079661 -0.979486725254237 -0.972951938983051 -0.966250347118644 -0.981423200508475 -0.975507990847458 -0.972198541016949 0.157672339577966 -0.101503394645763 -0.0559360180762712 -0.944282004067797 -0.958589813728814 -0.961085666440678 -0.949336933728814 -0.947958669661017 -0.957000890677966 -0.155329351050847 -0.236432095367966 -0.0885988096661017 -0.925226557169492 -0.911234750271186 0.032159794961017 -0.969617348305085 -0.96923423559322 0.238313727128814 -0.940258003898305 -0.915738269491525 -0.163335168413559 -0.976540026101695 -0.974153719491525 0.0971306262881356
"WALKING" 1 0.276626579086694 -0.0175250274300202 -0.109991786723992 -0.639494088578831 -0.498703146617036 -0.634032741040726 0.712637088042339 -0.0154412337056452 0.085212783021996 -0.973295521270161 -0.960190905604839 -0.949436210383064 0.0791413082048286 0.00637242787384073 -0.0069569010347621 -0.66506574409254 -0.612917677739073 -0.776531933314516 -0.0486379080107823 -0.0620141793482863 0.0920716488747177 -0.737921408802419 -0.682003584703629 -0.680425326322581 -0.0904313774525403 -0.0437965482641129 -0.0548988500280242 -0.74480859325 -0.781084222074597 -0.753017420219758 -0.573056101291532 -0.625883143240927 -0.573056101291532 -0.625883143240927 -0.664464369718952 -0.65121583690377 -0.620435060829435 -0.678516520465726 -0.761254971846774 -0.773838213198589 -0.656077949752218 -0.539829790656935 -0.685473075631653 -0.634141730846774 -0.510707644758669 -0.637813827642641 -0.224790571668897 -0.0202992800633669 0.0212244017856855 -0.683709507240726 -0.639701855845968 -0.760205812274597 -0.675986861068978 -0.609948316831875 -0.791604036330645 -0.0522542949582661 -0.246455317748327 -0.121717506361613 -0.690940427519556 -0.706733937526411 -0.663191867368952 -0.754604794185484 -0.674304983857057 -0.716910436471774 -0.103543539880645 -0.172824786711089 -0.0471585490679435 -0.622169465729637 -0.687157402762097 0.0817175009868952 -0.64675459076129 -0.659406505293972 0.205750367606942 -0.705541579475806 -0.718992239832661 -0.00414202900959677 -0.772937292796169 -0.791654893545363 0.148628728188589
"WALKING" 2 0.275956123257259 -0.018618603141186 -0.10940413061314 -0.61120884328779 -0.503889055358874 -0.577158637951876 0.63331932997553 0.00495321771582382 0.153607673112814 -0.958238188694943 -0.949477398999266 -0.932065596126427 0.0793219791346085 0.011769381106925 -0.00648886791355057 -0.640729478711142 -0.614402499369081 -0.722544455428768 -0.0183703576846737 -0.0842253434389478 0.084071221964584 -0.72713908543336 -0.675797765761827 -0.649480834378891 -0.103313391377969 -0.0404995389979282 -0.0577361786775938 -0.735995943104405 -0.75009870039845 -0.764531871362969 -0.534156728887047 -0.595076977738907 -0.534156728887047 -0.595076977738907 -0.63963710885783 -0.61789352013345 -0.605268798839005 -0.647341454974144 -0.744728624572186 -0.747470570044078 -0.629632801549837 -0.534931771939641 -0.62430802309168 -0.605824455181566 -0.520743513915408 -0.586840072631786 -0.239141330125285 0.00882963075561256 0.0496406039699486 -0.65543487991925 -0.628015712185971 -0.703257770034421 -0.658347928013662 -0.627019392079683 -0.7410718678431 -0.005185462095 -0.194694730766729 -0.12742892404615 -0.675291582405383 -0.684707426850653 -0.651725133489396 -0.745177127828711 -0.675082268888989 -0.682225323343719 -0.115496317627259 -0.181022154689625 -0.0496923602507994 -0.584158886309869 -0.666822581399918 0.0720134640825546 -0.611759829026933 -0.629454737573083 0.186574767603401 -0.675295329132382 -0.693009980759217 -0.0262102598645351 -0.752799175758075 -0.760153382416966 0.138539882395987
"WALKING_DOWNSTAIRS" 1 0.274713069679487 -0.0181513286089596 -0.105622849346154 -0.65087337051282 -0.582794875788462 -0.619471669038462 0.664631141858974 -0.0485407951602564 0.0456655913461538 -0.974000779166667 -0.968442177564103 -0.954803625705128 0.0768429968839744 0.0179355279941026 0.00340469970022564 -0.693010865128205 -0.710452434551282 -0.789121764230769 -0.0442877035342949 -0.0645449468569231 0.0995632384141026 -0.787531731538462 -0.757228573653846 -0.680591075961538 -0.0928814969151282 -0.0461505589173077 -0.0664764726665385 -0.853620397692308 -0.842365719038462 -0.809269327692308 -0.606449350128205 -0.635538669641026 -0.606449350128205 -0.635538669641026 -0.711229615064103 -0.702931367692308 -0.674386287884615 -0.749089436589744 -0.834209954615385 -0.861903134551282 -0.673532741602564 -0.627343087307692 -0.679139751025641 -0.643012633269231 -0.587685753916667 -0.617818544679487 -0.249294619669231 0.0134322444608974 0.0167198494432115 -0.713853056602564 -0.721873891089744 -0.771605239230769 -0.698916201602564 -0.71811546301282 -0.805272325705128 -0.105897247203846 -0.208224146023077 -0.16853990023141 -0.779717596076923 -0.772665113910256 -0.711320518717949 -0.793104268326923 -0.750544169423077 -0.70153658224359 -0.137071917868269 -0.192861499249167 -0.0774130371467949 -0.647930089102564 -0.686022213333333 0.0873691073596154 -0.70405697525641 -0.703221489807692 0.186622273622436 -0.788626892948718 -0.768752857551282 -0.00234728622564103 -0.855388919038461 -0.881312495897436 0.268910169823077
"WALKING_DOWNSTAIRS" 2 0.27280277256232 -0.0169131228438991 -0.10850591246648 -0.67608686776864 -0.59055861206072 -0.6908414843512 0.6403886118888 0.0414888265272 0.161689711481707 -0.966628321136 -0.9546645928616 -0.939995576548 0.081199257584544 0.0060605712710792 -0.0071045121389896 -0.72013267076864 -0.689237516491721 -0.8010415435568 -0.029981782486944 -0.074185520390456 0.09622609854348 -0.761990440372 -0.77480319364976 -0.69805576731584 -0.0964901646231816 -0.042392142573352 -0.0561550987364304 -0.77754982544944 -0.8351706767576 -0.78789594988 -0.62222068245496 -0.6614009630064 -0.62222068245496 -0.6614009630064 -0.72258408347912 -0.70836768097304 -0.67807123732736 -0.729447558589984 -0.8128892127208 -0.82247948967464 -0.694979972082 -0.62055822270296 -0.72765017141472 -0.670083510324736 -0.60219644941 -0.69676588747512 -0.20851496824768 0.006466242701712 0.0759871495641112 -0.733029654421063 -0.70780716120736 -0.7885289451744 -0.73201699779328 -0.690276242415088 -0.8122934666008 -0.03059268314504 -0.213795975086112 -0.11841704268592 -0.72384410730504 -0.782840880744216 -0.70331227705528 -0.7756894239552 -0.77343190324904 -0.7252079895468 -0.111413030766672 -0.158535342641392 -0.070762518467644 -0.66606479341184 -0.71291624693592 0.076928671771264 -0.705507682472432 -0.7142754653816 0.179513417094536 -0.761546615431456 -0.7561428310936 -0.0714984190355848 -0.826808373395536 -0.8295233693444 0.116039580944673
"WALKING_UPSTAIRS" 2 0.277492343517657 -0.018542523551919 -0.108817766705168 -0.593306084829285 -0.511400724156942 -0.618322851473471 0.652131495994832 0.00843856080241171 0.0733440633648234 -0.972318706658053 -0.960245819302326 -0.94724727546081 0.0787976212026184 0.00797032189526012 -0.00318280009496555 -0.64486342193267 -0.600962642352093 -0.754226468795004 -0.0318498724911929 -0.0714453572827726 0.0909638490808355 -0.721935848833333 -0.665017674548226 -0.643794425872093 -0.0957072227739018 -0.0428803562973988 -0.0563334432655642 -0.709980223566667 -0.786052980234281 -0.730209933263738 -0.546283691434691 -0.582536786249871 -0.546283691434691 -0.582536786249871 -0.648501367252024 -0.624513669838872 -0.59357143535118 -0.662304686413264 -0.75609284316882 -0.776699096872696 -0.610613835859716 -0.529379148475917 -0.659149047322394 -0.587651391835418 -0.534182511016977 -0.628437287307666 -0.233566821404134 0.018641590828441 0.0726902474295202 -0.657798952738846 -0.620213146439793 -0.733341391156761 -0.663954511307752 -0.607711108387769 -0.774020401541774 -0.0567504224069078 -0.20934820171386 -0.107028120570095 -0.658708911881912 -0.698816558490784 -0.634053434074246 -0.743343280176141 -0.651787339476227 -0.681125512756761 -0.0639690515153316 -0.192427299205857 -0.0363213978499397 -0.580337195724479 -0.649553838371835 0.0740409183296813 -0.619485598889466 -0.634154510894927 0.189220274241729 -0.696631977913437 -0.699813846674186 -0.0303051573158398 -0.779812679970715 -0.788886085139793 0.126438015146434
"WALKING_UPSTAIRS" 3 0.276305836721932 -0.0175856077340209 -0.10589355727859 -0.615890785389034 -0.519047387875457 -0.522643273772115 0.696858200678851 0.0512698188974987 0.184343178348037 -0.974319118563969 -0.952288292767624 -0.92943263464752 0.0734799270148825 0.00730438257971279 -0.000653871890373369 -0.679007254150131 -0.6607705539047 -0.781644485013055 -0.0354229280326632 -0.0717482452402089 0.0834544586693995 -0.671005846122715 -0.538990663942298 -0.589783442185379 -0.0926769005274151 -0.0412903779669452 -0.0493556177875196 -0.780636429556136 -0.79894807305483 -0.76322854691906 -0.538131194183003 -0.588158111633681 -0.538131194183003 -0.588158111633681 -0.697050126998956 -0.658972148093473 -0.510032754098198 -0.573779428671018 -0.785870931331593 -0.810398514673629 -0.635650125322193 -0.55849001001906 -0.634958546900783 -0.609238911508407 -0.531321491840992 -0.506570361273995 -0.302775397984856 -0.0844208556775196 -0.0415480598651175 -0.685307771157441 -0.671673670524282 -0.755432212793734 -0.701879208571802 -0.672622022924282 -0.807184940939948 -0.131649976206266 -0.294148321077076 -0.168604693962381 -0.667418236692689 -0.629910665959817 -0.615699347830287 -0.676801995680601 -0.496310421449608 -0.620253390415144 -0.231709876750131 -0.361122796402089 -0.201705723987467 -0.600372067046214 -0.646522810920757 -0.0301197123824804 -0.656339723754047 -0.664600262443812 0.0817046208143603 -0.669600510563003 -0.589192650089817 -0.205094596687206 -0.811292332428198 -0.822805618746736 0.0433050556386684
